return_id,order_id,customer_id,email,return_date,reason,return_type,refunded_amount,return_channel,agent_id,refund_method
RTN-46622205,ORD-22204070,CUST-3676,crystal.gray@yahoo.com,2024-12-07,Product did not match description,Refund,1163.2,Web,ONLINE,Credit Card
RTN-08890491,ORD-72192508,GUEST-101604,tuckertracy@example.com,2024-12-16,Item arrived late,Refund,215.86,Web,ONLINE,Credit Card
RTN-18485331,ORD-42668712,CUST-4569,james.doyle@yahoo.com,2025-05-04,Found a better price,Refund,1179.85,Social Media,ONLINE,Credit Card
RTN-28034247,ORD-14399814,GUEST-100609,aguilartodd@example.org,2024-12-05,Defective,Refund,1791.51,Web,ONLINE,PayPal
RTN-44536217,ORD-99735981,CUST-3775,kristine.miller@gmail.com,2024-12-01,Defective,Refund,206.55,Social Media,ONLINE,Credit Card
RTN-40701513,ORD-48581786,CUST-7416,rodney.fowler@yahoo.com,2025-01-01, Damaged in transit  ,Refund,200.3,Web,ONLINE,PayPal
RTN-25984876,ORD-63118059,GUEST-102047,xthompson@example.com,2024-12-21,Defective,Refund,2851.25,  Ebay  ,ONLINE,PayPal
RTN-20477473,ORD-96805669,CUST-4199,susan.anderson@gmail.com,2024-12-08,Found a better price,Refund,72.34,Social Media,ONLINE,Credit Card
RTN-09523085,ORD-96805669,CUST-4199,susan.anderson@gmail.com,2024-12-23,Damaged in transit,Refund,0.0,Social Media,ONLINE,Credit Card
RTN-26709712,ORD-95004716,CUST-4917,nicholas.bailey@hotmail.com,2024-12-24,Product did not match description,Refund,3842.6,Social Media,ONLINE,Google Pay
RTN-56079865,ORD-22198197,CUST-1939,joseph.wilcox@yahoo.com,2024-12-07,Defective,  Refund ,726.5,Social Media,ONLINE,Credit Card
RTN-73797126,ORD-37419775,CUST-2998,jason.luna@gmail.com,2024-12-02,Product did not match description, Refund  ,2890.4,NewEgg,ONLINE,Credit Card
RTN-08850806,ORD-32027461,CUST-1728,jenny.king@gmail.com,2024-12-22,no longer needed,Refund,392.07,Phone,,ACH
RTN-18853460,ORD-58113576,CUST-2335,steven.johnson@yahoo.com,2025-01-14,Product did not match description,  Refund ,893.71,Web,ONLINE,ACH
RTN-99354330,ORD-63235158,CUST-5830,laura.graham@hotmail.com,2024-11-26,Found a better price,Refund,818.36,Web,ONLINE,Credit Card
RTN-57590365,ORD-32160868,CUST-1821,kenneth.roth@yahoo.com,2024-12-01,Defective,Refund,4669.38,Ebay,ONLINE,PayPal
RTN-01541309,ORD-87742320,CUST-6452,philip.king@hotmail.com,2024-12-09,Arrived damaged, Refund  ,2230.3,Web,ONLINE,Credit Card
RTN-12918999,ORD-06654339,GUEST-101188,christopher13@example.com,2025-02-16,Found a better price,Refund,162.68,Ebay,ONLINE,Credit Card
RTN-31655341,ORD-72254094,CUST-1728,jenny.king@gmail.com,2025-07-26,Arrived damaged,Refund,300.14,Social Media,ONLINE,Apple Pay
RTN-27837795,ORD-09747618,GUEST-102157,thomas13@example.net,2024-12-16,Changed mind,refund,131.67,Web,ONLINE,Credit Card
RTN-73464282,ORD-08325904,CUST-2567,todd.paul@gmail.com,2024-11-30,No longer needed,REFUND,1142.62,Ebay,ONLINE,PayPal
RTN-37482906,ORD-73560138,GUEST-102815,emilyrogers@example.com,2024-12-02,Product did not match description,Refund,1041.62,NewEgg,ONLINE,PayPal
RTN-78407150,ORD-39350222,CUST-2952,jessica.mccarthy@hotmail.com,2024-12-14,Found a better price, Refund  ,2347.95,NewEgg,ONLINE,PayPal
RTN-99402151,ORD-11894184,CUST-7027,mike.schmidt@yahoo.com,2024-12-03,No longer needed,Refund,587.84,NewEgg,ONLINE,Credit Card
RTN-62254624,ORD-67504928,GUEST-103441,mriley@example.org,2024-12-05,Arrived damaged,Refund,674.86,Phone,CSR-0007,Credit Card
RTN-65179799,ORD-38776755,CUST-1730,cheryl.brown@yahoo.com,2024-12-10,Damaged in transit, Refund ,672.1,Web,ONLINE,PayPal
RTN-56896493,ORD-34131760,GUEST-101116,reevesjessica@example.org,2024-12-07,Item arrived late,Refund,843.63,Social Media,ONLINE,Google Pay
RTN-52789297,ORD-04275475,CUST-7449,jennifer.davis@gmail.com,2024-12-14, Wrong item  ,Refund,2945.39,Web,ONLINE,Credit Card
RTN-02996938,ORD-06001514,CUST-5585,arthur.cooper@hotmail.com,2024-12-06,Damaged in transit,Refund,1122.27,Phone,CSR-0012,Credit Card
RTN-94470604,ORD-06001514,CUST-5585,arthur.cooper@hotmail.com,2024-12-10,Item arrived late,Refund,0.0,Phone,CSR-0012,Credit Card
RTN-49537225,ORD-27198068,CUST-6988,eric.thomas@yahoo.com,2024-12-08,Damaged in transit,Refund,1725.97,Social Media,ONLINE,Apple Pay
RTN-93627784,ORD-53291200,GUEST-101002,christinalogan@example.org,2024-12-18,No longer needed,Refund,1528.62,Ebay,ONLINE,PayPal
RTN-06179153,ORD-34422691,CUST-2954,fred.harris@gmail.com,2024-12-05,Damaged in transit,  Refund ,4152.15,Phone,CSR-0002,Credit Card
RTN-18457021,ORD-34422691,CUST-2954,fred.harris@gmail.com,2025-01-02, Damaged in transit ,  Refund ,0.0,Phone,,Credit Card
RTN-13931178,ORD-94353045,GUEST-100257,leblancsarah@example.org,2024-12-22,No longer needed,Refund,376.98,Ebay,ONLINE,Credit Card
RTN-39606248,ORD-05105162,CUST-1994,michelle.johnson@gmail.com,2024-12-28,Damaged in transit,Refund,857.48,Social Media,ONLINE,Credit Card
RTN-22899898,ORD-93939445,CUST-4727,justin.coleman@gmail.com,2024-12-14,Changed mind,Refund,623.19,Web,ONLINE,Google Pay
RTN-89608683,ORD-88528006,CUST-3960,paul.graham@gmail.com,2024-12-31,Arrived damaged,  Refund ,593.11,Ebay,,Credit Card
RTN-43943368,ORD-76118348,CUST-4290,ian.porter@hotmail.com,2024-12-14,Changed mind,Refund,1466.42,Phone,CSR-0016,Credit Card
RTN-21291500,ORD-25767545,CUST-6316,arthur.martin@hotmail.com,2024-12-03, Found a better price  ,Refund,157.27,Web,ONLINE,Credit Card
RTN-48158903,ORD-72822618,CUST-5203,tyler.rogers@hotmail.com,2024-12-06,Arrived damaged,Refund,388.18,Phone,CSR-0001,PayPal
RTN-99514027,ORD-52815415,CUST-3084,nancy.mueller@hotmail.com,2024-12-27,Defective,Refund,1263.15,Phone,CSR-0006,Credit Card
RTN-36540286,ORD-52618219,CUST-1897,jerry.brown@yahoo.com,2024-12-25,Item arrived late,Refund,148.83,Social Media,ONLINE,Credit Card
RTN-12982736,ORD-53699106,CUST-6478,karina.hall@gmail.com,2024-12-24,Damaged in transit,  Refund  ,161.71,Social Media,ONLINE,Apple Pay
RTN-21373211,ORD-53699106,CUST-6478,karina.hall@gmail.com,2025-01-03,Item arrived late,Refund,0.0,Social Media,ONLINE,Apple Pay
RTN-43727809,ORD-55687741,GUEST-103713,castrodaniel@example.net,2025-02-27,FOUND A BETTER PRICE,REFUND,1280.46,Ebay,ONLINE,Credit Card
RTN-10285583,ORD-19702849,CUST-7175,angela.kim@yahoo.com,2024-12-13,Changed mind,REFUND,359.38,Web,ONLINE,Apple Pay
RTN-27572497,ORD-33636159,GUEST-103338,julie97@example.net,2024-12-06,Product did not match description,Refund,2884.68,Ebay,ONLINE,Credit Card
RTN-57384156,ORD-61684135,GUEST-101293,belldiane@example.com,2025-07-15,Item arrived late,Refund,840.34,Phone,CSR-0010,Credit Card
RTN-66632984,ORD-60629517,CUST-1939,joseph.wilcox@yahoo.com,2024-12-23,Damaged in transit,Refund,545.46,Phone,CSR-0015,PayPal
RTN-62400420,ORD-05969245,CUST-2934,joshua.klein@gmail.com,2024-12-15,Product did not match description,Refund,746.93,Web,ONLINE,Credit Card
RTN-85355447,ORD-05969245,CUST-2934,joshua.klein@gmail.com,2025-01-07,Defective,Refund,0.0, Web ,ONLINE,Credit Card
RTN-15347115,ORD-04838869,GUEST-101609,pacemelissa@example.com,2024-12-29,No longer needed,Refund,86.28,Social Media,ONLINE,Credit Card
RTN-61333973,ORD-57932836,CUST-3650,james.smith@gmail.com,2024-12-17,Changed mind,Refund,1061.99,Web,ONLINE,PayPal
RTN-55977064,ORD-60741307,CUST-5581,kristi.george@gmail.com,2024-12-18, No longer needed  ,REFUND,771.13,Web,ONLINE,Credit Card
RTN-92030741,ORD-48333995,CUST-4290,ian.porter@hotmail.com,2024-12-28,Found a better price,Refund,885.5,Web,ONLINE,Credit Card
RTN-81011265,ORD-43119020,GUEST-102747,wnguyen@example.org,2024-12-25,Defective,Refund,1226.63, Phone  ,CSR-0013,PayPal
RTN-87326493,ORD-23573732,CUST-4436,jessica.jones@gmail.com,2024-12-17,product did not match description,Refund,1117.05,Web,ONLINE,Google Pay
RTN-55552486,ORD-59379314,CUST-6803,timothy.reyes@hotmail.com,2024-12-11,Wrong item,Refund,1979.45,Ebay,ONLINE,ACH
RTN-01578002,ORD-05071128,GUEST-101410,huberteresa@example.com,2024-12-22,Damaged in transit,Refund,617.97,Social Media,ONLINE,Google Pay
RTN-43430095,ORD-55451083,CUST-5029,lawrence.marshall@yahoo.com,2024-12-06,Product did not match description,Refund,1165.0,Social Media,ONLINE,Credit Card
RTN-02687945,ORD-75662199,CUST-7313,kathleen.waters@yahoo.com,2024-12-26,No longer needed,Refund,2535.03,Web,,Credit Card
RTN-28171616,ORD-04701103,CUST-3938,brian.walker@gmail.com,2024-12-26,  Damaged in transit ,Refund,859.0,Phone,CSR-0019,Credit Card
RTN-47130703,ORD-81925997,CUST-6803,timothy.reyes@hotmail.com,2024-12-17,Item arrived late,refund,253.47,Ebay,ONLINE,PayPal
RTN-97762287,ORD-41860278,GUEST-101856,jsimmons@example.net,2024-12-30,  No longer needed  ,Refund,948.43,Social Media,ONLINE,Credit Card
RTN-15584776,ORD-00864902,CUST-5029,lawrence.marshall@yahoo.com,2024-12-20,No longer needed,Refund,343.93,Web,ONLINE,PayPal
RTN-79757893,ORD-72157665,CUST-4290,ian.porter@hotmail.com,2024-12-04,Defective,Refund,1459.63,Social Media,ONLINE,PayPal
RTN-26187191,ORD-66764544,CUST-3749,norma.clark@hotmail.com,2025-01-21,Damaged in transit,Refund,231.6,Phone,CSR-0016,Credit Card
RTN-21816827,ORD-72493351,CUST-4589,bradley.miller@yahoo.com,2024-12-17,Arrived Damaged,Refund,570.14,Web,ONLINE,Credit Card
RTN-24729294,ORD-13079287,CUST-5331,nicholas.everett@hotmail.com,2024-12-05,Product did not match description,Refund,3090.54,Social Media,ONLINE,PayPal
RTN-21619787,ORD-36346397,CUST-6726,karen.khan@gmail.com,2025-01-01,Wrong item,Refund,416.16,Web,ONLINE,Apple Pay
RTN-98898350,ORD-82320997,CUST-4843,anna.fox@hotmail.com,2024-12-24,Product did not match description,REFUND,809.18,Social Media,ONLINE,Credit Card
RTN-56931524,ORD-82320997,CUST-4843,anna.fox@hotmail.com,2025-01-14,Arrived damaged,Refund,1187.99,  Social Media ,ONLINE,Credit Card
RTN-39135407,ORD-04567940,CUST-2177,katherine.crawford@hotmail.com,2024-12-06,Changed mind,Refund,559.0,Web,ONLINE,PayPal
RTN-81712020,ORD-80291576,GUEST-101182,stephanie88@example.org,2024-12-20,No longer needed,Refund,219.86,NEWEGG,ONLINE,PayPal
RTN-59973925,ORD-83531078,CUST-4876,jacqueline.washington@gmail.com,2024-12-09,Product did not match description,Refund,2013.77,Social Media,ONLINE,Apple Pay
RTN-26889079,ORD-44122782,GUEST-100840,timothy46@example.net,2024-12-31,  Item arrived late  ,Refund,134.51,Web,ONLINE,Credit Card
RTN-14611969,ORD-79711817,CUST-4935,gabriel.diaz@hotmail.com,2025-01-02,Item arrived late, Refund  ,1294.38,Web,ONLINE,Credit Card
RTN-74973221,ORD-11702022,CUST-5910,kimberly.clarke@yahoo.com,2024-12-12,Damaged in transit,refund,745.97,Social Media,ONLINE,Credit Card
RTN-99490203,ORD-06972071,CUST-5655,joshua.bruce@gmail.com,2024-12-06,Damaged in transit,Refund,1415.34,  Web ,ONLINE,Credit Card
RTN-23834670,ORD-07605202,CUST-5606,joseph.harris@gmail.com,2024-12-05,Wrong item,Refund,541.79,Web,ONLINE,Credit Card
RTN-35317127,ORD-01547591,CUST-5582,gary.henry@hotmail.com,2024-12-22,Wrong item, Refund ,607.99,Social Media,ONLINE,Credit Card
RTN-98952801,ORD-19669535,CUST-4261,nathan.lawson@yahoo.com,2024-12-27,Item arrived late,Refund,22.12,Social Media,ONLINE,ACH
RTN-89973929,ORD-08134251,GUEST-102740,llopez@example.net,2024-12-10,Found a better price,Refund,302.42,PHONE,CSR-0003,Credit Card
RTN-36472834,ORD-17418643,CUST-2438,darren.roberts@yahoo.com,2024-12-29,Found a better price,Refund,134.5,Social Media,ONLINE,Credit Card
RTN-87033062,ORD-78039745,CUST-5494,jeffrey.foster@gmail.com,2024-12-29,Wrong item,REFUND,1123.44,Web,ONLINE,Credit Card
RTN-78036300,ORD-85853510,GUEST-100643,imartin@example.org,2024-12-16,CHANGED MIND,Refund,211.17,NewEgg,ONLINE,PayPal
RTN-92860170,ORD-39299153,CUST-6404,jo.perez@yahoo.com,2024-12-11,Product did not match description,Refund,1567.35,Social Media,ONLINE,Credit Card
RTN-79713584,ORD-05619820,CUST-1837,jennifer.smith@yahoo.com,2024-12-18,No longer needed,Refund,740.5,Web,ONLINE,Credit Card
RTN-70465772,ORD-96498600,GUEST-102469,matthew69@example.com,2024-12-27,Changed mind,Refund,191.97,Social Media,,Credit Card
RTN-16865072,ORD-43361531,CUST-2877,blake.lloyd@yahoo.com,2025-01-07,CHANGED MIND,Refund,1904.21,PHONE,CSR-0009,PayPal
RTN-86977692,ORD-07628164,CUST-6172,patricia.peterson@gmail.com,2024-12-13,Damaged in transit,Refund,930.44,Ebay,ONLINE,Credit Card
RTN-88370092,ORD-31735722,CUST-6926,yvette.scott@yahoo.com,2024-12-23,Damaged in transit,Refund,460.77,Social Media,ONLINE,PayPal
RTN-71673197,ORD-33050972,CUST-3267,andrew.adams@yahoo.com,2025-01-03,Found a better price,Refund,563.91,Web,ONLINE,Credit Card
RTN-79844182,ORD-66353692,CUST-2167,felicia.mcdonald@yahoo.com,2024-12-28,Wrong item,refund,1179.01,web,ONLINE,Apple Pay
RTN-84775046,ORD-35633807,CUST-6012,stephanie.grant@gmail.com,2024-12-21,Changed mind,Refund,91.63,social media,ONLINE,Apple Pay
RTN-32155328,ORD-35633807,CUST-6012,stephanie.grant@gmail.com,2025-01-20,Changed mind,Refund,35.56,Social Media,ONLINE,Apple Pay
RTN-64934279,ORD-13865747,CUST-3054,kim.morris@hotmail.com,2025-02-27,Damaged in transit,Refund,411.91,Social Media,ONLINE,Google Pay
RTN-54422112,ORD-75680176,CUST-3369,matthew.wilson@gmail.com,2025-01-04,Damaged in transit,Refund,808.04,Web,ONLINE,Credit Card
RTN-33264955,ORD-31193769,CUST-1580,diana.jones@gmail.com,2025-01-04,Item arrived late,Refund,521.43,Web,ONLINE,Credit Card
RTN-44221386,ORD-26792855,CUST-1471,eric.jones@hotmail.com,2025-01-04,Defective,refund,3889.14,Web,ONLINE,Credit Card
RTN-63483569,ORD-35154975,CUST-5442,amy.williams@yahoo.com,2025-01-02,Product did not match description,Refund,2565.88,SOCIAL MEDIA,ONLINE,PayPal
RTN-19467262,ORD-79770387,CUST-2439,shelia.reynolds@yahoo.com,2024-12-22,Wrong item,Refund,949.73,Social Media,ONLINE,Credit Card
RTN-17274042,ORD-91303001,GUEST-100960,bryansalazar@example.com,2024-12-30,Defective,Refund,2041.62,Phone,CSR-0009,Apple Pay
RTN-32531554,ORD-88613107,CUST-5660,charles.gibson@gmail.com,2024-12-17,Wrong item, Refund  ,87.79,Web,ONLINE,PayPal
RTN-01163922,ORD-63702132,GUEST-101378,qpetersen@example.net,2024-12-22,Arrived damaged,Refund,57.22,EBAY,ONLINE,ACH
RTN-17787251,ORD-63702132,GUEST-101378,qpetersen@example.net,2025-02-05,No Longer Needed,Refund,0.0,Ebay,ONLINE,ACH
RTN-40972060,ORD-41689927,CUST-3751,vanessa.patton@yahoo.com,2024-12-29,Wrong item,Refund,603.02,EBAY,ONLINE,Credit Card
RTN-91922318,ORD-96743113,CUST-3845,scott.walker@gmail.com,2025-02-08,Arrived damaged, Refund ,349.52,Phone,,PayPal
RTN-40782286,ORD-96743113,CUST-3845,scott.walker@gmail.com,2025-03-10,Item arrived late,Refund,0.0,Phone,CSR-0006,PayPal
RTN-11083214,ORD-40867641,GUEST-101231,xcarpenter@example.org,2025-03-26,Found a better price,Refund,847.55,Ebay,ONLINE,PayPal
RTN-52968368,ORD-74793553,GUEST-102787,bryantmary@example.com,2025-01-03,Defective,Refund,893.76,  Web ,ONLINE,Credit Card
RTN-42503952,ORD-18592877,GUEST-101153,fking@example.net,2025-01-01,Found a better price,Refund,260.55,Newegg,ONLINE,Google Pay
RTN-09535926,ORD-07155137,CUST-3091,elizabeth.marshall@yahoo.com,2024-12-14,Defective,Refund,4062.58,Web,ONLINE,Credit Card
RTN-79025171,ORD-59846424,CUST-4229,leslie.miller@yahoo.com,2024-12-20,No longer needed,Refund,537.71,Phone,CSR-0012,Credit Card
RTN-71972589,ORD-27701408,CUST-1943,daniel.johnston@yahoo.com,2025-02-24,Found a better price,Refund,1897.3,Web,ONLINE,Credit Card
RTN-10497421,ORD-27701408,CUST-1943,daniel.johnston@yahoo.com,2025-03-26,Damaged in transit,Refund,0.0,Web,ONLINE,Credit Card
RTN-37848545,ORD-63199507,GUEST-100449,chasecuevas@example.net,2024-12-28,  Product did not match description ,Refund,1640.52,WEB,ONLINE,Apple Pay
RTN-24870641,ORD-35120752,GUEST-103899,dianemorales@example.com,2024-12-12,Changed mind,Refund,387.03,Phone,CSR-0009,Credit Card
RTN-31433689,ORD-35120752,GUEST-103899,dianemorales@example.com,2024-12-14,Defective,Refund,0.0,Phone,CSR-0009,Credit Card
RTN-12931065,ORD-74478846,GUEST-101059,reneeford@example.com,2024-12-12,No longer needed,Refund,1117.31,Phone,CSR-0016,PayPal
RTN-65221176,ORD-42350683,GUEST-102360,jacksonnicholas@example.net,2025-01-02,  No longer needed  , Refund ,1217.14,web,ONLINE,Credit Card
RTN-27427233,ORD-63715916,CUST-6105,jacob.holmes@gmail.com,2025-01-01,Arrived damaged,Refund,1196.4,Web,ONLINE,ACH
RTN-69472322,ORD-08603822,CUST-6447,rhonda.jones@hotmail.com,2024-12-24,Damaged in transit,Refund,15.66,Ebay,ONLINE,Credit Card
RTN-48730004,ORD-69050834,GUEST-100893,boyeralicia@example.org,2025-03-08,Wrong item,Refund,694.17,Phone,CSR-0018,PayPal
RTN-65289605,ORD-23791379,CUST-5100,teresa.stuart@hotmail.com,2025-01-09,Changed mind, Refund  ,195.33, Phone ,CSR-0017,PayPal
RTN-62916404,ORD-18498206,GUEST-100726,kimmontoya@example.com,2025-03-07,Found a better price,Refund,423.99,phone,CSR-0017,Credit Card
RTN-39233218,ORD-04646824,CUST-3530,eric.villa@yahoo.com,2024-12-11,Changed mind, Refund ,818.48,  Web ,ONLINE,Credit Card
RTN-79365778,ORD-90919396,GUEST-102380,nhammond@example.org,2025-01-06,Found a better price,Refund,1168.81,Web,ONLINE,Credit Card
RTN-44939799,ORD-32383862,GUEST-101943,wardpamela@example.org,2024-12-19,Damaged in transit,Refund,441.34,Social Media,ONLINE,Credit Card
RTN-32227570,ORD-32383862,GUEST-101943,wardpamela@example.org,2024-12-30,Item arrived late,Refund,0.0,Social Media,ONLINE,Credit Card
RTN-07070306,ORD-60029254,CUST-6757,michael.cruz@hotmail.com,2025-01-06,Damaged in transit,Refund,799.17,Social Media,ONLINE,ACH
RTN-68291247,ORD-88436403,CUST-6447,rhonda.jones@hotmail.com,2024-12-22,  No longer needed ,Refund,19.82,Ebay,ONLINE,Credit Card
RTN-93128747,ORD-74555263,GUEST-102862,sharpashley@example.net,2025-01-08,Found a better price,Refund,166.89,Web,ONLINE,Apple Pay
RTN-04477874,ORD-38505380,CUST-1483,kevin.hogan@yahoo.com,2024-12-29,Defective,Refund,762.71,Ebay,ONLINE,PayPal
RTN-65993821,ORD-16823203,CUST-3808,joann.herrera@yahoo.com,2025-01-03, Defective ,Refund,1911.15,Web,ONLINE,Google Pay
RTN-01264433,ORD-71890670,GUEST-101099,christopherbarrera@example.net,2025-07-15,Wrong item,Refund,546.9,Web,ONLINE,Credit Card
RTN-28918879,ORD-71890670,GUEST-101099,christopherbarrera@example.net,2025-07-28,Arrived damaged,Refund,0.0,Web,ONLINE,Credit Card
RTN-99700335,ORD-01114885,GUEST-101412,richard97@example.net,2024-12-19,Changed mind,Refund,15.52,Web,ONLINE,PayPal
RTN-86218199,ORD-90791915,CUST-1657,justin.contreras@yahoo.com,2024-12-25,  Changed mind ,Refund,158.95,Web,ONLINE,Credit Card
RTN-36761355,ORD-90791915,CUST-1657,justin.contreras@yahoo.com,2025-01-20,Product did not match description,Refund,0.0,WEB,ONLINE,Credit Card
RTN-48849234,ORD-65771316,CUST-2768,joseph.rojas@yahoo.com,2025-08-11,ARRIVED DAMAGED,Refund,1001.2,WEB,ONLINE,Credit Card
RTN-35566921,ORD-43775557,GUEST-101088,matthew27@example.org,2025-01-22,Damaged in transit,Refund,548.0,Phone,CSR-0010,ACH
RTN-35151384,ORD-47222103,CUST-5984,john.jones@hotmail.com,2024-12-29,Item arrived late,Refund,119.03,Web,ONLINE,Apple Pay
RTN-41201505,ORD-13656240,CUST-4754,charles.ford@yahoo.com,2024-12-26,No longer needed,Refund,296.41,Social Media,ONLINE,PayPal
RTN-36205865,ORD-51599732,CUST-1795,jessica.davis@gmail.com,2024-12-29,Found a better price,Refund,472.82,Web,ONLINE,Credit Card
RTN-63134799,ORD-97898865,CUST-2702,april.mcmillan@hotmail.com,2024-12-22,No longer needed,Refund,1212.82,Web,ONLINE,Credit Card
RTN-81533060,ORD-57832525,CUST-3467,david.randall@yahoo.com,2024-12-27,Found a better price,Refund,6521.87,NewEgg,ONLINE,Credit Card
RTN-82744026,ORD-72099077,CUST-3005,raymond.schmidt@hotmail.com,2024-12-14,No longer needed,Refund,740.68,Phone,CSR-0009,PayPal
RTN-49507511,ORD-76595103,CUST-3733,elizabeth.stewart@gmail.com,2025-01-06,Wrong item,Refund,222.63,Web,ONLINE,Credit Card
RTN-81070749,ORD-68891891,CUST-5098,andrew.riley@gmail.com,2025-01-01,Found a better price,Refund,1623.28, Web  ,,Credit Card
RTN-87498269,ORD-63896481,GUEST-100093,gilbertsteven@example.net,2024-12-27,Changed mind,Refund,244.24,Ebay,ONLINE,Credit Card
RTN-97794066,ORD-09343070,CUST-2262,amy.bennett@gmail.com,2024-12-29,Changed mind,Refund,144.84,Social Media,ONLINE,Credit Card
RTN-48543871,ORD-09343070,CUST-2262,amy.bennett@gmail.com,2025-01-08,Product did not match description,Refund,1937.79,Social Media,ONLINE,Credit Card
RTN-22718706,ORD-72526985,GUEST-103211,emilyjohnson@example.com,2025-01-01,damaged in transit,  Refund ,422.43,Web,ONLINE,Apple Pay
RTN-94508138,ORD-13595290,CUST-5213,ryan.smith@hotmail.com,2025-03-04,  Product did not match description ,Refund,1722.07,Social Media,ONLINE,Google Pay
RTN-10911360,ORD-13595290,CUST-5213,ryan.smith@hotmail.com,2025-03-19,Damaged in transit,Refund,0.0,Social Media,,Google Pay
RTN-71256256,ORD-06006399,CUST-4754,charles.ford@yahoo.com,2025-01-05,  Arrived damaged  ,Refund,2165.84,Social Media,ONLINE,Credit Card
RTN-56185381,ORD-34850485,GUEST-103814,jtaylor@example.com,2025-07-30,  Damaged in transit ,Refund,21.04,NewEgg,ONLINE,Credit Card
RTN-90027744,ORD-20444514,CUST-4328,jessica.thomas@hotmail.com,2024-12-29, Defective ,Refund,2818.75,NewEgg,ONLINE,Credit Card
RTN-42598979,ORD-97841917,GUEST-102953,swallace@example.org,2024-12-22,Changed mind,Refund,226.55,Social Media,ONLINE,Credit Card
RTN-67261745,ORD-01083395,CUST-6086,rose.hahn@yahoo.com,2024-12-16,Item arrived late,  Refund ,224.84, Web ,ONLINE,PayPal
RTN-86192439,ORD-65213625,CUST-4277,megan.brown@hotmail.com,2025-01-13,No longer needed,refund,405.62,Social Media,ONLINE,Credit Card
RTN-13244581,ORD-53672946,GUEST-102649,earl76@example.net,2025-01-08,Wrong item,Refund,1673.77,newegg,ONLINE,Credit Card
RTN-06150988,ORD-58687111,CUST-3415,kaitlyn.nelson@yahoo.com,2025-01-09,Wrong item,Refund,405.3,NewEgg,ONLINE,Credit Card
RTN-11557437,ORD-02249649,GUEST-102756,jburton@example.net,2025-01-13,Defective,Refund,205.5,Social Media,ONLINE,Credit Card
RTN-13536927,ORD-57930534,GUEST-100236,richardschmitt@example.net,2024-12-24,DEFECTIVE,Refund,1380.42,Web,ONLINE,Apple Pay
RTN-60727500,ORD-29413144,CUST-7252,ashley.kelley@yahoo.com,2025-01-05,Item arrived late,Refund,50.38,Web,ONLINE,PayPal
RTN-54463788,ORD-19587788,GUEST-102036,colleenrogers@example.net,2024-12-24,Defective,Refund,966.64,Web,ONLINE,Credit Card
RTN-28329428,ORD-45144442,GUEST-103175,njohnson@example.net,2024-12-23,Arrived damaged,Refund,535.63,Phone,CSR-0017,PayPal
RTN-49547737,ORD-45144442,GUEST-103175,njohnson@example.net,2025-01-19,Defective,  Refund ,0.0,Phone,CSR-0017,PayPal
RTN-45965812,ORD-11968880,GUEST-100036,phernandez@example.com,2025-01-08,Item arrived late,Refund,1410.87,Web,ONLINE,Credit Card
RTN-50513438,ORD-42148762,CUST-4457,derek.johnson@hotmail.com,2025-01-08,Found a better price,Refund,2979.81,Phone,CSR-0005,Google Pay
RTN-52955393,ORD-88814711,GUEST-100236,richardschmitt@example.net,2024-12-26,Found a better price,Refund,100.58,Ebay,ONLINE,Credit Card
RTN-37575891,ORD-93430872,CUST-4060,thomas.gross@gmail.com,2025-01-14,Product did not match description,Refund,428.14,Web,ONLINE,Credit Card
RTN-62028149,ORD-73755499,GUEST-100930,floreskelly@example.net,2024-12-24,Wrong item,Refund,54.09,Phone,CSR-0007,Credit Card
RTN-84804694,ORD-11336967,CUST-2493,mary.stokes@gmail.com,2024-12-26,Changed mind,refund,298.68,Web,ONLINE,Credit Card
RTN-52293436,ORD-60834098,CUST-5814,victor.wilson@gmail.com,2025-02-24,Wrong item,Refund,6747.92,Ebay,ONLINE,Google Pay
RTN-54873456,ORD-60834098,CUST-5814,victor.wilson@gmail.com,2025-03-27,Item arrived late,Refund,0.0,Ebay,ONLINE,Google Pay
RTN-53920026,ORD-15618356,CUST-3811,alicia.williams@hotmail.com,2024-12-18,Arrived damaged,Refund,1245.22,Web,,PayPal
RTN-55752940,ORD-72934095,CUST-2516,ann.gonzales@hotmail.com,2025-01-13,  Arrived damaged ,Refund,807.23,  Web ,ONLINE,Credit Card
RTN-48241960,ORD-27716557,GUEST-102159,zamorakrista@example.com,2025-01-15,Wrong item,Refund,1677.71,Web,ONLINE,Credit Card
RTN-95655241,ORD-23581739,CUST-7138,ryan.tucker@hotmail.com,2025-01-01,Defective,Refund,605.09,Ebay,ONLINE,Credit Card
RTN-09140190,ORD-61125156,CUST-1996,christopher.smith@yahoo.com,2025-02-16,Product did not match description,Refund,359.56,Phone,CSR-0013,Apple Pay
RTN-35405679,ORD-18391336,GUEST-101033,fmiller@example.net,2025-01-15,  Product did not match description  ,Refund,825.44,WEB,ONLINE,Credit Card
RTN-62109482,ORD-11340192,CUST-2744,julian.jones@gmail.com,2025-01-10,CHANGED MIND,Refund,217.82,Web,ONLINE,PayPal
RTN-53554682,ORD-76920551,CUST-3529,james.wilkinson@hotmail.com,2025-02-03,Found a better price,Refund,534.67,NewEgg,ONLINE,PayPal
