order_id,total_items,order_date,customer_id,email,order_channel,is_expedited,customer_tier,order_total,payment_method,shipping_speed,shipping_cost,agent_id,shipping_address,billing_address,clv_bucket,is_reactivated
ORD-79655700,8,2024-09-28,CUST-5601,allison.hale@hotmail.com, Social Media  ,True,Platinum,2004.33,Credit Card,Standard,5.0,ONLINE,"82557 Amanda Canyon Apt. 201, Beckport, GA 40255","82557 Amanda Canyon Apt. 201, Beckport, GA 40255",High,False
ORD-69521428,7,2024-09-28,GUEST-101380,muellerchristopher@example.net,Phone,False,Platinum,1520.03,Google Pay,  Standard  ,5.0,CSR-0007,"866 Ashley Junction Suite 519, New Anthonyton, CO 21285","866 Ashley Junction Suite 519, New Anthonyton, CO 21285",High,False
ORD-65729035,3,2024-09-28,CUST-5950,julie.villanueva@hotmail.com, Web  ,False,Platinum,777.24,Credit Card,Overnight,80.0,ONLINE,"08355 Brian Skyway Apt. 207, Peterburgh, ND 61147","08355 Brian Skyway Apt. 207, Peterburgh, ND 61147",High,False
ORD-00716199,4,2024-09-28,CUST-1571,tom.alvarez@yahoo.com,Ebay,False,Platinum,1354.51,PayPal,Two-Day,45.0,ONLINE,"98270 Cheryl Spurs, Lake Ricardofort, NH 53252","98270 Cheryl Spurs, Lake Ricardofort, NH 53252",High,False
ORD-98259236,4,2024-09-28,CUST-3160,brenda.hamilton@gmail.com,Web,False,Platinum,778.58,Credit Card,Standard,5.0,ONLINE,"86235 Morales Vista, Jenkinschester, SC 18772","86235 Morales Vista, Jenkinschester, SC 18772",High,False
ORD-72752841,3,2024-09-28,GUEST-103411,otaylor@example.net,Web,True,Gold,871.07,Credit Card,two-day,45.0,ONLINE,"USNS Bennett, FPO AP 80439","USNS Bennett, FPO AP 80439",High,False
ORD-45026943,4,2024-09-28,GUEST-103288,ericdavis@example.com, Phone  ,False,Platinum,1175.25,Credit Card,Standard,5.0,CSR-0020,"91557 Shelton Gardens Apt. 802, Chapmanmouth, SC 76145","91557 Shelton Gardens Apt. 802, Chapmanmouth, SC 76145",High,False
ORD-90146977,6,2024-09-28,CUST-3684,eric.wright@yahoo.com,Web,False,Platinum,1156.6,Credit Card,Standard,5.0,ONLINE,"90314 Montoya Passage Apt. 951, Patriciastad, SD 50963","90314 Montoya Passage Apt. 951, Patriciastad, SD 50963",High,False
ORD-84760479,4,2024-09-28,CUST-7264,april.raymond@gmail.com,Web,False,Platinum,923.49, Credit Card  ,standard,5.0,ONLINE,"52254 Hernandez Trail Apt. 531, Obrienfort, SC 75783","52254 Hernandez Trail Apt. 531, Obrienfort, SC 75783", High  ,False
ORD-73709178,3,2024-09-28,GUEST-102121,markmason@example.net,Web,True,Platinum,1489.29,PayPal,  TWO-DAY ,45.0,ONLINE,"75870 Beck Pike, Charlesview, OH 18383","75870 Beck Pike, Charlesview, OH 18383",  High  ,False
ORD-34122287,1,2024-09-28,CUST-6956,christine.woods@gmail.com,NewEgg,False, Gold  ,121.32,Credit Card, Standard ,5.0,ONLINE,"83315 John Heights Apt. 542, Wendyshire, TX 33897","83315 John Heights Apt. 542, Wendyshire, TX 33897",Medium,False
ORD-23479439,4,2024-09-28,CUST-4744,judith.wilson@yahoo.com,Phone,True,Platinum,822.07,Credit Card,Standard,5.0,CSR-0010,"2198 Brian Street Suite 747, South Ricky, VI 88436","2198 Brian Street Suite 747, South Ricky, VI 88436",High,False
ORD-00027067,8,2024-09-28,GUEST-101729,bryceking@example.com,Web,False,Platinum,1789.07,Credit Card,Overnight,80.0,ONLINE,"5062 Marc Springs Suite 380, Espinozaton, MH 97352","5062 Marc Springs Suite 380, Espinozaton, MH 97352",High,False
ORD-69434571,6,2024-09-29,CUST-1902,gary.sutton@hotmail.com,Web,False,Gold,876.15,PayPal,Standard,5.0,ONLINE,"9780 Moore Well Apt. 517, New Maurice, DC 63549","9780 Moore Well Apt. 517, New Maurice, DC 63549",High,False
ORD-54367440,1,2024-09-29,CUST-3719,emily.gallagher@hotmail.com,Phone,False,  Silver ,54.17,PayPal, Two-Day ,45.0,CSR-0016,"5347 Horne Cliff, New Yvonnefurt, NC 02784","5347 Horne Cliff, New Yvonnefurt, NC 02784",Medium,False
ORD-96481190,8,2024-09-29,GUEST-100291,dale78@example.org,NewEgg,False,Platinum,1427.66,PayPal,Overnight,80.0,ONLINE,"66344 Tara Islands Suite 586, Roberttown, AS 70005","66344 Tara Islands Suite 586, Roberttown, AS 70005",High,False
ORD-66302781,7,2024-09-29,GUEST-103511,mccormickdustin@example.net,Web,False,Platinum,1600.92,Credit Card,Standard,5.0,ONLINE,"103 Linda Tunnel, South Rossmouth, CA 39157","103 Linda Tunnel, South Rossmouth, CA 39157",High,False
ORD-87907278,8,2024-09-29,CUST-3241,tyler.brooks@hotmail.com,Phone,False,Platinum,2869.14,Credit Card,Standard,5.0,CSR-0002,"20958 Alvarez Way Apt. 769, East Richard, DE 14893","20958 Alvarez Way Apt. 769, East Richard, DE 14893",High,False
ORD-89544831,2,2024-09-29,CUST-2895,xavier.lawrence@gmail.com,EBAY,True,  Silver ,355.0,  Credit Card  ,Standard,5.0,ONLINE,"851 Alyssa Glens Apt. 213, Port John, NY 06496","851 Alyssa Glens Apt. 213, Port John, NY 06496",MEDIUM,False
ORD-82493645,5,2024-09-29,CUST-6085,katie.may@yahoo.com,Phone,False,Platinum,684.37,PayPal,STANDARD,5.0,CSR-0011,"311 Brittany Junctions Apt. 059, Davisborough, CO 77825","311 Brittany Junctions Apt. 059, Davisborough, CO 77825",High,False
ORD-15757182,9,2024-09-29,CUST-6810,jeremy.padilla@hotmail.com,Ebay,False,Platinum,3599.06,PayPal,Standard,5.0,ONLINE,"7642 David Mountain Suite 419, Townsendland, CA 73571","7642 David Mountain Suite 419, Townsendland, CA 73571",High,False
ORD-53744225,5,2024-09-29,GUEST-102013,vorozco@example.net,Web,False,  Platinum  ,1331.2,Credit Card,Standard,5.0,ONLINE,"7041 Larsen Parks Suite 148, Lake Teresa, IN 91615","7041 Larsen Parks Suite 148, Lake Teresa, IN 91615",High,False
ORD-05784725,3,2024-09-29,CUST-4557,scott.vaughn@yahoo.com,Social Media,False,Platinum,701.13,Credit Card,Standard,5.0,ONLINE,"07731 Karen Park Suite 206, North Douglasland, AR 08827","07731 Karen Park Suite 206, North Douglasland, AR 08827",High,False
ORD-31666904,3,2024-09-29,GUEST-101405,kgreen@example.com,Web,False,Silver,461.84,Credit Card,  standard ,5.0,ONLINE,"79076 Sharon Inlet, Williamstad, DC 39094","79076 Sharon Inlet, Williamstad, DC 39094",Medium,False
ORD-21990931,3,2024-09-29,GUEST-101640,thorntonscott@example.net,Web,True,Gold,609.81,credit card,Standard,5.0,ONLINE,"79192 Osborne Valley, Shannonhaven, IL 89799","79192 Osborne Valley, Shannonhaven, IL 89799",Medium,False
ORD-64296238,6,2024-09-29,CUST-1885,nicholas.castillo@gmail.com,Web,False,Platinum,1223.75,Apple Pay,Standard,5.0,ONLINE,"827 Jessica Valleys, North Earlhaven, PW 29541","827 Jessica Valleys, North Earlhaven, PW 29541",High,False
ORD-32782841,2,2024-09-29,GUEST-102436,samuel84@example.org,Web,False,Silver,344.02,Credit Card,  Two-Day  ,45.0,ONLINE,"11300 Patrick Forge, West Emilybury, SD 21256","11300 Patrick Forge, West Emilybury, SD 21256",Medium,False
ORD-19797151,1,2024-09-29,CUST-5139,patricia.griffith@hotmail.com,Web,False,Silver,352.84,PayPal,Standard,5.0,ONLINE,"5023 Eric Hills, South Jenna, MI 75682","5023 Eric Hills, South Jenna, MI 75682",Medium,False
ORD-91028377,1,2024-09-29,GUEST-101301,katie95@example.net,ebay,True,Silver,102.75,Credit Card,Standard,5.0,ONLINE,"3819 Smith Mission Apt. 815, Kerrshire, NJ 69459","3819 Smith Mission Apt. 815, Kerrshire, NJ 69459",Low,False
ORD-46063630,3,2024-09-29,CUST-6619,hannah.fisher@yahoo.com,Web,False,Gold,975.57,Credit Card,Standard,5.0,ONLINE,"6542 Christina Extensions, North Susan, SC 17579","6542 Christina Extensions, North Susan, SC 17579",High,False
ORD-98182487,1,2024-09-29,CUST-6597,dustin.garcia@gmail.com,  Phone ,False,Platinum,50.52,Apple Pay,Two-Day,45.0,CSR-0001,"59726 Deborah Pass Suite 260, Port Stephaniehaven, OH 91049","59726 Deborah Pass Suite 260, Port Stephaniehaven, OH 91049",High,False
ORD-83717612,4,2024-09-30,GUEST-103230,kristenchristensen@example.net,  NewEgg ,False, Platinum  ,1389.12,Credit Card,Standard,5.0,ONLINE,"36522 Ortiz Creek, North Rose, ID 61851","36522 Ortiz Creek, North Rose, ID 61851",High,False
ORD-21016527,7,2024-09-30,GUEST-103811,sbell@example.org,Web,False,Platinum,2407.59,CREDIT CARD,Standard,5.0,ONLINE,"751 Christopher Glen, Port Taylorborough, OK 44645","751 Christopher Glen, Port Taylorborough, OK 44645",High,False
ORD-31862221,2,2024-09-30,GUEST-103593,bbryant@example.com,Web,False,Gold,709.19,Credit Card,Standard,5.0,ONLINE,"22083 Matthew Lodge Suite 814, Castrostad, VA 62484","22083 Matthew Lodge Suite 814, Castrostad, VA 62484",Medium,False
ORD-13242141,3,2024-09-30,CUST-5269,eric.jones@yahoo.com,Web,False,Platinum,1455.82,Credit Card,Standard,5.0,ONLINE,"8836 Richard Stravenue Suite 266, Port Daniel, PW 51439","8836 Richard Stravenue Suite 266, Port Daniel, PW 51439",High,False
ORD-66077418,6,2024-09-30,CUST-5601,allison.hale@hotmail.com,Social Media,False,Platinum,1447.39,PayPal,Standard,5.0,ONLINE,"82557 Amanda Canyon Apt. 201, Beckport, GA 40255","82557 Amanda Canyon Apt. 201, Beckport, GA 40255",high,False
ORD-94088940,7,2024-09-30,CUST-5810,amy.franco@yahoo.com,Social Media,False,PLATINUM,1331.22,PayPal,Standard,5.0,ONLINE,"Unit 5152 Box 5068, DPO AP 09037","Unit 5152 Box 5068, DPO AP 09037",High,False
ORD-19999555,6,2024-09-30,CUST-3665,matthew.garcia@gmail.com,Web,False,PLATINUM,782.42,Credit Card,Standard,5.0,ONLINE,"99844 Gabriela Place Suite 779, Costamouth, PW 63965","99844 Gabriela Place Suite 779, Costamouth, PW 63965",High,False
ORD-07644004,4,2024-09-30,GUEST-100849,pamelagarrison@example.org,Social Media,False,Platinum,1322.11,ACH,Two-Day,45.0,ONLINE,"2884 Michael Mall Suite 143, Grahamhaven, WV 90252","2884 Michael Mall Suite 143, Grahamhaven, WV 90252",High,False
ORD-99186887,4,2024-09-30,GUEST-101192,garrettmatthew@example.com,NewEgg,False,Gold,648.4,Credit Card, Standard  ,5.0,ONLINE,"02604 Smith Forges, Sandraborough, NH 19851","02604 Smith Forges, Sandraborough, NH 19851",Medium,False
ORD-94631510,7,2024-09-30,GUEST-101026,reginaldnewman@example.org,Web,True,Platinum,1409.3,Credit Card,Overnight,80.0,ONLINE,"20732 Rachel Gardens Suite 819, New Theresa, PA 59412","20732 Rachel Gardens Suite 819, New Theresa, PA 59412",High,False
ORD-35026082,3,2024-09-30,CUST-6085,katie.may@yahoo.com,Social Media,False,Platinum,604.15,ACH,Two-Day,45.0,ONLINE,"311 Brittany Junctions Apt. 059, Davisborough, CO 77825","311 Brittany Junctions Apt. 059, Davisborough, CO 77825",High,False
ORD-29720371,6,2024-09-30,CUST-5751,francisco.mitchell@yahoo.com,Web,True,Platinum,1569.15,Credit Card,Standard,5.0,ONLINE,"429 Todd Key Suite 052, Port Renee, RI 75120","429 Todd Key Suite 052, Port Renee, RI 75120",High,False
ORD-26808541,7,2024-09-30,CUST-5981,suzanne.garcia@yahoo.com,Social Media,False,Platinum,1326.0,Credit Card,Standard,5.0,ONLINE,"USNS Johnson, FPO AA 98854","USNS Johnson, FPO AA 98854",High,False
ORD-58374152,5,2024-09-30,CUST-3531,corey.bradshaw@gmail.com,Social Media,False,Platinum,1316.62,google pay,Standard,5.0,ONLINE,"0980 Martin Ways Apt. 810, Port Kevinmouth, OH 57983","0980 Martin Ways Apt. 810, Port Kevinmouth, OH 57983",High,False
ORD-59011150,6,2024-09-30,GUEST-102070,russellarellano@example.net,Ebay,False,Platinum,1190.78, Apple Pay  ,Two-Day,45.0,,"5630 Jay Pines Suite 626, Port Lori, UT 43207","5630 Jay Pines Suite 626, Port Lori, UT 43207",High,False
ORD-83864103,4,2024-09-30,GUEST-100773,elizabethchung@example.com,Ebay,False,  Gold ,838.92,Google Pay,Two-Day,45.0,,"253 Rodriguez Square, East Mitchellborough, GA 70378","253 Rodriguez Square, East Mitchellborough, GA 70378",High,False
ORD-31677400,8,2024-09-30,CUST-7277,victoria.jordan@hotmail.com,  Web  ,False,Platinum,1739.82,Apple Pay,Two-Day,45.0,ONLINE,"6476 Farmer Spur Suite 559, Garciamouth, PR 91009","6476 Farmer Spur Suite 559, Garciamouth, PR 91009",  High  ,False
ORD-18603366,4,2024-10-01,CUST-2223,nicholas.hart@hotmail.com,Social Media,False,Silver,367.63,Credit Card,Two-Day,45.0,ONLINE,"82722 Adams Square, West Henrychester, MP 76511","82722 Adams Square, West Henrychester, MP 76511",Medium,False
ORD-72674445,8,2024-10-01,CUST-4356,rebecca.kirby@gmail.com,Phone,False,Platinum,1077.12,paypal,Standard,5.0,CSR-0003,"923 Jessica Course Suite 658, Port Debraville, IN 09296","923 Jessica Course Suite 658, Port Debraville, IN 09296",High,False
ORD-82511130,3,2024-10-01,CUST-3039,alexis.cunningham@gmail.com,  Ebay ,True,Bronze,89.55,Credit Card,Standard,5.0,ONLINE,"3409 Anne Union, Gonzalezville, AZ 21543","3409 Anne Union, Gonzalezville, AZ 21543",low,False
ORD-53620926,7,2024-10-01,CUST-6556,vanessa.young@gmail.com,web,True,Platinum,1754.95,PayPal,Standard,5.0,ONLINE,"03143 Kelli Streets, South Robert, DC 99089","03143 Kelli Streets, South Robert, DC 99089",High,False
ORD-93476990,6,2024-10-01,GUEST-101836,ggonzales@example.net,Web,False, Platinum  ,1284.97,Credit Card,Standard,5.0,ONLINE,"01056 Brown Avenue Suite 663, Lake Janice, TN 61534","01056 Brown Avenue Suite 663, Lake Janice, TN 61534",High,False
ORD-51399289,6,2024-10-01,GUEST-102797,vpugh@example.org,Web,False,Platinum,1708.13,Credit Card,Standard,5.0,ONLINE,"Unit 6794 Box 3993, DPO AA 78750","Unit 6794 Box 3993, DPO AA 78750",High,False
ORD-79294717,5,2024-10-01,CUST-4628,amanda.wagner@gmail.com,Web,False,Platinum,794.98,Google Pay,Two-Day,45.0,ONLINE,"5078 Daniel Springs Apt. 192, West Roy, LA 61661","5078 Daniel Springs Apt. 192, West Roy, LA 61661",High,False
ORD-81670769,2,2024-10-01,CUST-1885,nicholas.castillo@gmail.com,Social Media,False,Platinum,563.67,Credit Card,Two-Day,45.0,ONLINE,"827 Jessica Valleys, North Earlhaven, PW 29541","827 Jessica Valleys, North Earlhaven, PW 29541",High,False
ORD-15345794,8,2024-10-01,GUEST-102670,garciaamy@example.org,Web,False,Platinum,2386.65,PayPal,Overnight,80.0,ONLINE,"13672 Jennifer Glen Suite 332, Angelashire, TN 71412","13672 Jennifer Glen Suite 332, Angelashire, TN 71412",High,False
ORD-87515147,5,2024-10-01,GUEST-100909,randy11@example.org,Web,False,  Platinum  ,1046.96,Credit Card,Overnight,80.0,ONLINE,"02127 Duncan Center, South Stevenchester, WI 43062","02127 Duncan Center, South Stevenchester, WI 43062",High,False
ORD-46152286,6,2024-10-01,GUEST-103323,ojones@example.net,Phone,True,Gold,631.96,Apple Pay,Standard,5.0,CSR-0016,"2535 Daniels Motorway, East Jennifer, ID 45361","2535 Daniels Motorway, East Jennifer, ID 45361",Medium,False
ORD-99118558,6,2024-10-01,CUST-2957,michael.foster@yahoo.com,Web,False,Gold,559.68,Credit Card,Standard,5.0,ONLINE,"834 Kenneth Canyon, Spencershire, CA 76487","834 Kenneth Canyon, Spencershire, CA 76487",Medium,False
ORD-22922345,2,2024-10-01,CUST-5144,kenneth.tran@gmail.com, Social Media  ,True,Platinum,1242.11,ACH, Overnight  ,80.0,,"1251 Jimmy Turnpike, West Cynthiaview, TX 35087","1251 Jimmy Turnpike, West Cynthiaview, TX 35087",High,False
ORD-05557568,5,2024-10-01,GUEST-100803,evansdavid@example.org,Web,False,Platinum,1368.99,Credit Card,Two-Day,45.0,ONLINE,"367 Vanessa Throughway, Kimberlymouth, NJ 91610","367 Vanessa Throughway, Kimberlymouth, NJ 91610",high,False
ORD-95480542,4,2024-10-01,GUEST-101704,wblackburn@example.com,Phone,False,Gold,521.23,Credit Card,Standard,5.0,CSR-0003,"USNS Diaz, FPO AA 13827","USNS Diaz, FPO AA 13827",Medium,False
ORD-87310111,5,2024-10-02,GUEST-101949,dawnkent@example.net,Social Media,False,Platinum,1380.93,Credit Card,Standard,5.0,ONLINE,"2765 Robinson Stravenue, Davidshire, FL 70356","2765 Robinson Stravenue, Davidshire, FL 70356",High,False
ORD-27356325,3,2024-10-02,CUST-5906,jennifer.thomas@yahoo.com,Web,False,Gold,901.17,Credit Card,Standard,5.0,ONLINE,"Unit 8699 Box 9884, DPO AA 86482","Unit 8699 Box 9884, DPO AA 86482",high,False
ORD-98174209,4,2024-10-02,CUST-3082,brianna.lynn@gmail.com,Phone,True,Platinum,1564.54,Google Pay,Two-Day,45.0,CSR-0007,"297 Brittany Park, Michaelmouth, NJ 99168","297 Brittany Park, Michaelmouth, NJ 99168",High,False
ORD-37486066,2,2024-10-02,CUST-6896,joseph.thomas@yahoo.com,NewEgg,False,Platinum,326.74,Credit Card,Standard,5.0,ONLINE,"88056 Heidi Junctions Suite 085, New Krystal, AL 90683","88056 Heidi Junctions Suite 085, New Krystal, AL 90683",High,False
ORD-96903200,7,2024-10-02,GUEST-102631,glovertracy@example.com,Social Media,False,Platinum,1250.55,PayPal,Standard,5.0,ONLINE,"0936 Garcia Harbor Suite 401, Williamsborough, MP 74983","0936 Garcia Harbor Suite 401, Williamsborough, MP 74983",High,False
ORD-40923363,2,2024-10-02,CUST-5279,brittney.reyes@gmail.com,Phone,False,Platinum,1032.21,CREDIT CARD,Standard,5.0,CSR-0007,"176 Brian Fields, South Jeffrey, SC 90593","176 Brian Fields, South Jeffrey, SC 90593",High,False
ORD-06448305,7,2024-10-02,CUST-6824,vanessa.james@yahoo.com,Social Media,False,Platinum,2211.2,  ACH ,Two-Day,45.0,ONLINE,"8425 Joshua Cliff, Port Kaylaville, HI 71373","8425 Joshua Cliff, Port Kaylaville, HI 71373",High,False
ORD-50270393,4,2024-10-02,CUST-6241,mark.lee@hotmail.com,social media,True,Platinum,1370.75,PayPal,Standard,5.0,ONLINE,"90754 Mejia Curve, South Benjaminland, MA 52176","90754 Mejia Curve, South Benjaminland, MA 52176",High,False
ORD-41761935,2,2024-10-02,GUEST-102458,mharris@example.net,Web,True,Gold,622.12,Apple Pay,Overnight,80.0,ONLINE,"PSC 2011, Box 6273, APO AP 45335","PSC 2011, Box 6273, APO AP 45335",Medium,False
ORD-72465901,1,2024-10-02,CUST-5267,robert.henry@yahoo.com,NewEgg,False,Bronze,42.46,PayPal,Two-Day,45.0,ONLINE,"88182 Pollard Drives, East Stephanieburgh, PW 26860","88182 Pollard Drives, East Stephanieburgh, PW 26860",Low,False
ORD-06621328,7,2024-10-02,CUST-5777,brandi.terry@gmail.com,Web,False,Platinum,2046.55,Apple Pay,Standard,5.0,ONLINE,"PSC 7134, Box 8849, APO AA 66669","PSC 7134, Box 8849, APO AA 66669",High,False
ORD-75914181,3,2024-10-02,GUEST-103750,justinbonilla@example.net,PHONE,True,Gold,554.28,Credit Card,Overnight,80.0,CSR-0015,"10068 Roberts Rue, East Gregory, MP 18746","10068 Roberts Rue, East Gregory, MP 18746",Medium,False
ORD-65242880,3,2024-10-02,GUEST-103306,breannawatson@example.net,Web,False,Silver,435.65,Apple Pay,Two-Day,45.0,ONLINE,"2759 Christine Shoal Suite 999, Lynnberg, IL 89519","2759 Christine Shoal Suite 999, Lynnberg, IL 89519",Medium,False
ORD-32836022,1,2024-10-02,GUEST-102257,hernandezmeghan@example.com,Phone,False,Silver,217.12,Credit Card,Two-Day,45.0,CSR-0012,"0293 Harper Pine, New Chadside, ID 02348","0293 Harper Pine, New Chadside, ID 02348",Low,False
ORD-69081501,7,2024-10-02,GUEST-103646,jillnash@example.org,Web,False,Platinum,1569.34,Credit Card,Standard,5.0,ONLINE,"147 Bond Burg, Kingburgh, WV 18742","147 Bond Burg, Kingburgh, WV 18742",High,False
ORD-88277670,5,2024-10-02,CUST-1880,willie.bryant@hotmail.com,Web,True,Gold,787.97,Credit Card,Standard,5.0,ONLINE,"030 Kevin Wells, Martinmouth, KY 44913","030 Kevin Wells, Martinmouth, KY 44913",High,False
ORD-25672905,2,2024-10-02,CUST-6444,stephanie.weaver@yahoo.com,Ebay,False,Platinum,511.27,PayPal,Standard,5.0,ONLINE,"231 Karla Unions Apt. 771, New Tylerburgh, NM 88012","231 Karla Unions Apt. 771, New Tylerburgh, NM 88012",High,False
ORD-10475679,5,2024-10-03,CUST-6585,jennifer.wu@yahoo.com,Web,False,Platinum,862.59,Credit Card,Standard,5.0,ONLINE,"50645 Michele Islands, Melissaport, ID 86482","50645 Michele Islands, Melissaport, ID 86482",High,False
ORD-29259586,8,2024-10-03,GUEST-101477,qhernandez@example.org,Web,False,Platinum,2252.83,Apple Pay,Standard,5.0,ONLINE,"4364 John Shore, Whiteheadville, NY 58687","4364 John Shore, Whiteheadville, NY 58687",High,False
ORD-76109138,7,2024-10-03,CUST-4889,jeanne.weaver@hotmail.com,Social Media,False,Platinum,3224.15,ACH,  Overnight ,80.0,ONLINE,"92115 Richardson Stream, Sheltonfurt, VI 75320","92115 Richardson Stream, Sheltonfurt, VI 75320",High,False
ORD-37831066,3,2024-10-03,GUEST-100507,alishaallen@example.net,Web,False,Gold,841.83,  Credit Card ,Standard,5.0,ONLINE,"010 Carol Groves, Millerport, ND 13913","010 Carol Groves, Millerport, ND 13913",High,False
ORD-90876275,3,2024-10-03,GUEST-102344,frenchjeremy@example.net,Phone,False,Platinum,1292.03,Credit Card,Standard,5.0,CSR-0001,"855 Hines Shoals, New Matthewmouth, NH 29664","855 Hines Shoals, New Matthewmouth, NH 29664",High,False
ORD-27502995,6,2024-10-03,CUST-6942,marcus.gordon@hotmail.com,Web,False,Platinum,1565.31,paypal,Standard,5.0,ONLINE,"531 Huber Falls, Rachaelview, PR 42394","531 Huber Falls, Rachaelview, PR 42394",High,False
ORD-38927881,6,2024-10-03,GUEST-101056,vchen@example.net,Web,False,Platinum,1549.04,Credit Card,Standard,5.0,ONLINE,"USNV Delacruz, FPO AA 05659","USNV Delacruz, FPO AA 05659",High,False
ORD-80463530,7,2024-10-03,CUST-4987,adam.sutton@hotmail.com,Social Media,False,Platinum,1452.18,Credit Card,Standard,5.0,ONLINE,"05914 Chris Oval, Paigestad, KY 99363","05914 Chris Oval, Paigestad, KY 99363",High,False
ORD-73399743,10,2024-10-03,CUST-4115,keith.cohen@gmail.com,Ebay,False,Platinum,2214.79,Credit Card,Standard,5.0,ONLINE,"PSC 6452, Box 6053, APO AP 13065","PSC 6452, Box 6053, APO AP 13065",High,False
ORD-56740888,1,2024-10-03,CUST-5971,julie.nicholson@gmail.com,Phone,False,Silver,6.41,Credit Card,Two-Day,45.0,CSR-0013,"116 Richard Cliff Apt. 252, Lake Cassandraburgh, NJ 80250","116 Richard Cliff Apt. 252, Lake Cassandraburgh, NJ 80250",Low,False
ORD-53234069,8,2024-10-04,CUST-5869,katie.moore@hotmail.com,Web,False,Platinum,2905.87,PayPal, Overnight ,80.0,ONLINE,"28006 Sandra Stravenue, Sharonton, NY 87290","28006 Sandra Stravenue, Sharonton, NY 87290",High,False
ORD-33901482,4,2024-10-04,GUEST-102902,debra40@example.com,PHONE,False,Gold,941.93,Credit Card,Standard,5.0,CSR-0020,"436 Lisa Court Apt. 940, Jamieville, NE 85007","436 Lisa Court Apt. 940, Jamieville, NE 85007",High,False
ORD-04944954,5,2024-10-04,GUEST-101462,denniswilson@example.net,Web,False,Gold,994.6,Credit Card,Two-Day,45.0,ONLINE,"7899 Daniel Shore Suite 268, Raymondfort, OR 27471","7899 Daniel Shore Suite 268, Raymondfort, OR 27471",High,False
ORD-59145095,4,2024-10-04,CUST-7084,robert.taylor@gmail.com,Web,False,  Gold  ,632.83,Credit Card,Standard,5.0,ONLINE,"70475 Lori Rue Apt. 548, Barkerberg, FM 72941","70475 Lori Rue Apt. 548, Barkerberg, FM 72941",High,False
ORD-40070243,3,2024-10-04,CUST-5942,sandra.carey@gmail.com,Phone,False,Silver,253.75, Credit Card ,Standard,5.0,CSR-0007,"825 Michael Summit Suite 813, Adkinsmouth, ME 56458","825 Michael Summit Suite 813, Adkinsmouth, ME 56458",Medium,False
ORD-94967084,8,2024-10-04,CUST-4786,laura.soto@hotmail.com,Web,False,Platinum,2270.75,ACH,Standard,5.0,ONLINE,"5126 Larson Lodge, South Dustinmouth, TX 92160","5126 Larson Lodge, South Dustinmouth, TX 92160",High,False
ORD-14081428,4,2024-10-04,CUST-7084,robert.taylor@gmail.com,Ebay,True,Gold,325.21, PayPal ,Two-Day,45.0,ONLINE,"70475 Lori Rue Apt. 548, Barkerberg, FM 72941","70475 Lori Rue Apt. 548, Barkerberg, FM 72941",High,False
ORD-47874056,7,2024-10-04,CUST-6620,brent.castillo@hotmail.com,phone,False,Platinum,1136.82,PayPal,Overnight,80.0,CSR-0003,"628 John Viaduct, East Jennifer, DC 71940","628 John Viaduct, East Jennifer, DC 71940",High,False
ORD-19443691,9,2024-10-04,CUST-6810,jeremy.padilla@hotmail.com,Web,False,Platinum,4143.19,Google Pay,Overnight,80.0,ONLINE,"7642 David Mountain Suite 419, Townsendland, CA 73571","7642 David Mountain Suite 419, Townsendland, CA 73571",High,False
ORD-89938470,2,2024-10-04,CUST-5151,briana.thomas@yahoo.com,Phone,True,Silver,348.75,PayPal,Standard,5.0,CSR-0002,"96391 Donna Isle, Christyport, MI 25532","96391 Donna Isle, Christyport, MI 25532",Medium,False
ORD-21840604,10,2024-10-04,CUST-4354,madison.mendoza@hotmail.com,Web,False,Platinum,4047.11,PayPal,  Standard  ,5.0,ONLINE,"5033 Jonathan View, New Francisco, DE 46143","5033 Jonathan View, New Francisco, DE 46143",High,False
ORD-09744042,5,2024-10-04,CUST-3732,john.craig@hotmail.com,Web,False,Platinum,900.6,Credit Card,Overnight,80.0,ONLINE,"7787 Deborah Estate Suite 360, Andersonland, WV 53940","7787 Deborah Estate Suite 360, Andersonland, WV 53940",High,False
ORD-99869161,2,2024-10-04,GUEST-100191,katie39@example.net,EBAY,False,Gold,559.92,Credit Card,standard,5.0,ONLINE,"842 Thomas Spurs Suite 906, Perrytown, HI 97694","842 Thomas Spurs Suite 906, Perrytown, HI 97694",Medium,False
ORD-36571589,7,2024-10-04,GUEST-102922,kmccann@example.net,Web,False,Platinum,1821.01,ACH,Two-Day,45.0,ONLINE,"15511 Pearson Springs, Jessicaview, IA 80572","15511 Pearson Springs, Jessicaview, IA 80572",High,False
ORD-57925394,4,2024-10-04,CUST-3336,emily.hall@yahoo.com,Web,False,Gold,856.51,Credit Card,STANDARD,5.0,ONLINE,"434 Mario Fords Suite 716, South Michelletown, KY 02699","434 Mario Fords Suite 716, South Michelletown, KY 02699",High,False
ORD-16495969,5,2024-10-05,CUST-3966,judith.williams@gmail.com,Phone,False,Platinum,1976.03,Credit Card, Standard ,5.0,,"31484 Cox Station, South Andrew, NE 25315","31484 Cox Station, South Andrew, NE 25315",High,False
ORD-36686618,1,2024-10-05,CUST-6360,debbie.mcknight@hotmail.com,Phone,False,Silver,450.46,PayPal,Standard,5.0,CSR-0007,"1501 David Gardens Apt. 496, Williamfurt, GU 44971","1501 David Gardens Apt. 496, Williamfurt, GU 44971",Medium,False
